siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s4859,2283.3,3946,1621,2183,318.4,1621,0.285,7.9,50.5,42.05,26.77,4.78,8.3,11.51,2.03,15.6,-3.08,2.009,0.5,56.4,55,489.8,38.9,0.106,3.06,2.69,3.63,4.66,5.88,3.3,3.36,2.61,3.04,3.47,3.21,3.08,-7.29,-5.7,-2.31,2.78,8.15,13.3,17.28,16.35,11.22,5.16,-2.25,-6.31,0.67,1.93,54.8,11.82,232.8,162.5,0.7,0.3,0.4,5.9,23.8,23.6,18.6,12.8,8.9,6.6,3,1.4,106,0.54,15.59,2.39,0.5,0.61,15.26,5.57,1.14,0.12,3.27,1.36,0.51,5.79,46.62,18.98,36.35,44.67,0.25,22.89,81.9
s4868,2153.3,3946,1414,2121,369.3,1415,0.292,7.6,59.6,40.7,34.33,5.36,7.8,12.19,2.248,16.4,-2.4,2.091,-0.1,56.1,55,511.4,35.4,0.138,2.64,2.42,3.35,4.67,6.1,3.58,3.4,2.49,3,3.36,2.96,2.69,-6.73,-5.06,-1.64,3.45,8.82,14.02,18.13,17.22,11.93,5.75,-1.64,-5.71,0.69,2.49,53.5,11.78,229.8,152.3,0.5,0.3,0.5,6.1,21.5,19.9,15,10.1,7,5.3,2.3,1.1,89.5,0.81,13.68,2.32,0.4,0.91,13.29,4.89,1,0.12,3.32,1.36,0.56,5.82,45.58,19.79,36.19,44.02,0.25,23.97,83.3
s4923,1984.3,2348,1588,1977,179.2,1589,0.521,4.4,355.1,49.95,38.02,8.25,10.5,16.85,1.081,18.7,0.41,0.929,3.4,51.5,53,582.1,14.8,0.321,1.4,1.3,4.11,5.57,7.36,5.62,6.69,6.53,3.51,3.05,2.95,1.85,-1.7,-0.47,2.54,6.84,11.99,17.28,20.64,19.57,15.29,9.48,2.7,-0.99,0.58,1.36,44.4,12.2,176.1,22,0.2,0.2,1.7,4.1,6.8,4.9,4.3,3.8,2.1,1.5,1.1,0.2,31,21.73,7.41,0.57,0.43,22.56,3.25,0.88,1.24,0.13,5.72,1.46,0.69,5.87,58.35,18.32,33.61,48.08,0.2,39.3,100
s4924,2604,4339,1576,2681,523.5,1579,0.372,14.5,71.9,51.83,38.37,4.54,10.6,12.71,3.61,18.9,-3.05,3.118,3.2,52.7,52,462.8,26.9,0.219,1.97,2.36,4.44,5.91,6.25,4.52,6.3,6.75,3.65,3.44,3.52,2.68,-4.93,-3.77,-1.01,3.18,8.19,13.07,16.2,15.14,11.18,5.93,-0.58,-4.25,0.6,1.91,62.7,11.07,80.1,72.3,0.6,0.3,1.2,6,16.1,15.2,13.3,11.2,7,5.2,2.6,1.2,79.9,8.56,40.19,0.34,0.58,10.61,31.12,0.94,1.41,0.09,5.33,1.44,0.75,5.87,44.37,17.89,31.14,50.97,0.15,33.19,41.7
s4948,3084,4340,2287,3099,416.7,2286,0.388,35.4,86,83.71,38.58,2.22,5.8,7.42,2.906,13.1,-5.74,2.746,-0.9,54.9,54,385.9,54.4,0.139,7.42,7.02,9.24,9.99,8.9,5.12,5.82,5.43,4.77,5.6,7.4,7.31,-8.43,-7.54,-5.02,-1.19,3.76,8.48,11.83,10.92,6.93,2.11,-4.48,-7.79,0.68,1.27,66.9,9.61,7.2,49.1,4.6,2.2,1.9,8.4,41,68.6,84.3,76.2,57.2,38.8,19.6,9.6,412.6,2.78,54.32,0.3,0.31,4.66,60.66,1.35,1.59,0.08,6.48,1.48,0.5,5.48,48.32,11.76,32.09,56.15,0.13,51.9,88.4
s4949,3004.4,4340,2265,2986,439.1,2272,0.356,33.2,81.2,78.68,38.12,2.7,6,8,3.109,13.5,-5.25,2.847,-1.4,54.8,54,398.5,50.8,0.128,6.67,6.32,8.5,9.4,8.57,5.02,5.79,5.4,4.64,5.19,6.79,6.6,-7.9,-7.01,-4.49,-0.65,4.28,9.03,12.4,11.48,7.47,2.62,-3.93,-7.25,0.67,1.26,67.3,9.83,8.4,49.1,4,1.9,1.8,8.7,38.1,60.6,73.3,66,49.4,33.6,17,8.3,362.8,4.35,54.73,0.32,0.43,6.61,57.96,1.52,2.19,0.08,6.29,1.48,0.52,5.53,46.39,12.19,32.4,55.41,0.13,48.94,90.1
s4951,2468.7,4340,1497,2434,594.1,1497,0.342,25.4,92.9,58.7,37.27,5.36,9.5,11.69,3.955,17.4,-2.47,3.088,0.9,54.2,52,481.4,31.6,0.179,3.35,3.21,5.5,7.14,8.14,5.42,5.54,4.98,4.37,3.53,4.19,3.44,-5.14,-4.11,-1.41,2.7,7.69,12.66,16.09,15.2,10.9,5.65,-0.86,-4.37,0.79,1.49,66.5,10.1,34.9,48.3,1.5,0.9,1.9,8.6,24.1,27.6,29.2,25.1,18.6,12.5,6.4,3.1,159.5,3.99,56.5,2.79,0.72,7,50.26,5.62,1.4,0.1,5.22,1.46,0.57,5.7,39.86,15.04,33.87,51.09,0.17,39.95,48.9
s4957,2384.5,3340,1746,2382,301.9,1766,0.401,12.4,117.6,47.79,43.19,4.84,7.9,11.99,2.061,15.4,-2.78,1.494,0,54.3,52,465.5,28,0.25,2.05,1.96,4.23,6.01,6.7,5.13,5.67,4.13,3.95,2.85,3.12,2.01,-5.23,-4.32,-1.81,2.49,7.7,12.76,16.35,15.44,11.13,5.64,-0.79,-4.39,0.85,1.74,60.5,11.08,65.2,38.9,0.2,0.2,1.1,5.4,14.6,12.5,8.9,5.4,3.7,2.5,1.1,0.5,56,0.79,44.83,0.43,0.2,1.44,37.18,1.14,0.56,0.11,4.06,1.42,0.91,5.92,27.93,18.28,29.81,51.91,0.2,36.23,71.4
s4959,2511.2,4124,1507,2451,482.4,1509,0.384,17.7,93.1,53.15,38.32,4.19,9.4,11.17,3.229,16.8,-3.37,2.477,0.8,54.4,52,449.4,35,0.184,2.96,2.75,5.03,6.46,7.05,5.02,5.48,4.29,4.1,3.29,3.82,2.9,-5.91,-4.96,-2.36,1.86,7.01,12,15.53,14.64,10.32,4.99,-1.54,-5.11,0.84,2.01,62.2,10.53,49.9,39.2,1.4,0.7,1.3,6,21.9,27,27.4,22.4,16.3,11.5,5.7,2.8,144.3,1.22,54.48,1.28,0.35,2.7,46.34,2.52,0.97,0.1,4.82,1.44,0.73,5.77,34.91,16.11,31.4,52.48,0.18,38.53,44.4
s4962,2302.3,4344,1394,2268,635.2,1395,0.308,13.3,94.6,49.54,34.33,5.91,9.8,13.58,3.945,18.1,-1.81,3.172,0.8,53.2,52,511.6,24.9,0.229,2.1,2.17,4.34,5.96,6.72,4.79,5.65,5.33,3.7,3.1,3.25,2.42,-4.32,-2.97,-0.09,4.29,9.36,14.4,17.73,16.72,12.43,6.86,0.2,-3.55,0.72,1.75,61.7,11.21,151.7,61.4,0.7,0.4,1.4,6,15.8,16.2,15,12,8.1,5.7,2.9,1.3,85.3,10.03,33.44,12.65,0.95,11.24,26.29,15.15,1.68,0.1,4.95,1.43,0.65,5.78,45.25,18,32.79,49.21,0.18,34.5,49.6
s5010,465.1,541,372,468,34.4,374,0.551,3.2,126.4,73.95,76.86,9.62,10.1,16.23,0.132,16.5,2.99,0.257,3.7,65.8,67,721.3,11.8,0.363,1.47,1.8,5.39,7.33,11.39,11.2,9.08,8.38,6.77,5.3,3.95,1.91,-6.16,-3.46,2.33,9.83,15.94,21.4,24.15,22.96,17.87,11.42,2.79,-3.63,0.91,1.64,41.3,12.41,364.9,89.3,1,1,7.7,16.9,21.7,19.3,12.2,8.7,6.5,5,3.3,2,105.3,4.61,1.66,81.51,0.19,4.71,3.89,71.65,0.61,0.2,1.2,1.3,1.5,5.28,60,26.79,68.72,4.49,0.33,128.86,100
s5011,537.2,821,338,521,104.1,340,0.412,1.8,78.1,68.31,77.43,9.1,10.1,16,0.21,16.5,2.43,0.543,4.1,65.2,67,700.9,12.4,0.361,1.42,1.76,4.99,6.99,10.35,10.1,8.72,7.5,6.28,4.87,3.6,1.74,-6.38,-3.8,1.83,9.29,15.42,20.9,23.88,22.71,17.49,10.97,2.31,-3.99,0.6,1.52,56.3,12.78,255.5,78,0.5,0.9,5.9,13.5,16.9,14.1,9.5,6.7,5.3,4,2.3,1.1,80.8,4.25,1.28,57.38,0.59,4.4,2.64,58.48,1.85,0.15,6.02,1.46,1.01,4.95,59.99,17.49,44.42,38.09,0.26,114.74,100
s5035,376,475,275,379,41.2,276,0.505,3.6,202.8,86.31,86.54,9.59,10.6,16.02,0.663,17.4,3.59,0.512,4.5,67.5,67,715.6,11.7,0.333,2.08,2.32,5.84,8.57,11.27,11.67,11.52,9.65,9.44,6.46,4.83,2.69,-6.15,-3.58,2.61,10.19,16.29,21.48,24.06,22.89,18.2,11.84,3.25,-3.5,0.87,1.21,43.4,12.35,245.9,214.9,2.8,2.9,16.6,30.8,30.4,25,17.2,12.7,13.6,10.4,8.9,5.2,176.6,6.54,1.23,87.91,0.46,5.82,2.74,84.09,1.27,0.2,1.18,1.35,1.55,5.07,60,29.08,64.98,5.94,0.31,167.28,100
s5046,357.5,445,261,361,36.8,263,0.524,3.5,195.7,89.56,92.74,9.95,10.8,16.4,0.486,17.6,4,0.421,5.2,67.3,67,723.1,11,0.317,2.22,2.61,5.8,8.58,11.5,11.39,11.86,10.13,10.16,6.79,5.59,2.95,-5.47,-2.98,3.16,10.5,16.45,21.6,24.28,23.15,18.52,12.2,3.85,-2.88,0.91,1.32,33.4,12.24,312.8,225.1,4,3.8,17.7,30.3,31.1,24.8,17.9,13.5,16.6,13,11.8,7.4,191.9,5.17,6.13,85.05,0.55,4.08,9.89,80.01,1.52,0.19,0.9,1.43,1.76,4.29,59.96,33.1,57.06,9.84,0.32,180.18,100
s5056,324.4,416,233,318,38.5,240,0.499,3,179.8,93.89,98.57,10.64,12,17.14,0.686,18.4,4.85,0.662,5.8,66.8,67,740.2,10.3,0.294,2.48,2.9,6.21,8.45,12.33,11.22,12.09,10.01,10.92,7.75,6.01,3.53,-4.31,-1.69,4.26,11.23,16.97,22.03,24.78,23.72,19.08,12.84,4.8,-1.75,0.65,1.41,20.3,12.68,596,249.1,6,6.7,22.6,31,32.7,26.2,21.9,14.7,18.6,17.1,15.3,10.8,223.5,6.69,9.72,78.71,1.43,4.71,16.85,66.63,3.25,0.18,0.79,1.43,1.57,3.99,59.62,33.65,56.45,9.9,0.32,199.84,100
s5173,294.3,330,229,300,21.2,230,0.646,3.6,318.5,100.18,99.18,12.66,12.7,18.55,0.077,18.5,6.74,0.083,6.9,66,66,809.3,8.5,0.252,3.11,3.18,6.72,9.05,13.28,12.73,10.3,9.44,12.13,8.78,7.07,4.37,-1.93,0.67,6.29,12.77,18.11,23.11,25.96,24.99,20.45,14.28,6.55,0.36,0.79,1.33,21.4,12.16,728.6,236.2,9.5,11.2,23.1,29.5,32.5,29.7,22.2,13.1,20.4,20.7,18.7,14.1,244.7,62.77,11.75,22.11,0.72,53.99,19.33,21.25,1.64,0.18,0.77,1.39,1.56,3.4,54.38,36.28,58.83,4.89,0.34,228.74,100
s5178,300.2,336,249,301,18.4,250,0.588,2.7,108,101.43,101.56,12.62,12.7,18.58,0.044,18.5,6.73,0.05,6.9,65.9,65,805.6,8.9,0.246,3.21,3.32,6.9,9.32,13.57,12.88,10.32,9.35,12.02,8.79,7.26,4.49,-1.86,0.69,6.3,12.75,18.09,23.07,25.91,24.96,20.45,14.32,6.58,0.39,0.81,1.56,21,12.42,543.8,351.7,10.7,12.3,24.5,31.7,34.4,31,22.8,13.7,21,21.1,19.9,15.6,258.8,90.47,2.68,6.09,0.14,81.54,9.97,5.73,0.59,0.17,0.66,1.39,1.41,3.26,51.3,37.19,57.95,4.86,0.35,229.75,100
s5190,282.8,343,222,285,24.7,225,0.502,3.6,66.9,105.64,104.95,12.67,12.5,18.44,0.092,18.3,6.54,0.115,6.4,65,65,810.2,9.6,0.239,3.47,3.68,7.26,9.7,13.44,13.26,10.59,10.05,12.73,9.15,7.43,4.88,-2.17,0.43,6.05,12.59,18.03,22.99,25.8,24.89,20.27,14.16,6.46,0.27,0.88,1.54,21.6,12.91,584.7,351.2,12.6,14.7,30.3,38.6,38.7,32.7,22.6,16,24.1,25,23.3,18.8,297.6,51.79,15.75,25.71,3.19,38.99,25.65,20.64,8.92,0.18,0.83,1.39,1.38,3.35,55.27,33.97,61.43,4.6,0.34,231.21,100
s5204,294,340,225,298,27.4,226,0.6,3.5,175.2,94.54,96.75,10.29,11.3,16.83,0.447,17.8,4.62,0.345,5.4,67.9,67,727.1,11.7,0.289,2.51,2.93,6.13,8.89,12.13,11.02,12.75,9.7,10.87,7.45,6.44,3.73,-4.76,-2.19,3.97,11.01,16.75,21.92,24.56,23.46,18.82,12.56,4.6,-2.1,0.96,1.29,16.4,12.59,539.1,255.9,6.9,7.1,24.4,35.5,34,23.3,20.7,12.9,16,16.3,16.2,12.7,226.1,3.98,16.04,75.58,0.48,2.71,22.26,66.09,0.96,0.18,0.57,1.5,1.21,3.58,59.68,34.86,49.09,16.05,0.33,189.48,100
s5213,284.7,355,194,291,33.2,196,0.563,3.4,135,95.25,96.28,10.35,11.7,16.75,0.69,18.4,4.65,0.534,6.2,68.2,68,729.6,12,0.273,2.81,3.15,6.23,8.89,12.25,11.13,12.3,9.86,10.36,7.63,6.59,4.06,-4.75,-2.2,3.89,10.93,16.74,21.86,24.52,23.42,18.86,12.57,4.61,-2.1,0.95,1.96,20.5,12.55,585,281.9,7.1,7.8,26.2,37.9,35.7,24.9,21.1,13.5,16.5,16.3,16.4,13,236.3,4.78,24.58,62.25,1.73,2.8,30.7,53.17,3.12,0.17,0.65,1.47,0.96,3.16,59.71,35.31,47.03,17.66,0.33,183.63,100
s5217,255.1,301,201,256,22.7,202,0.541,2.7,192.3,99.92,101.18,11.41,12,17.95,0.333,18.4,5.57,0.375,6.2,68.4,69,762.5,11.7,0.202,3.67,4.07,7.26,9.41,12.62,10.83,10.94,9.36,10.37,8.1,7.9,5.41,-3.26,-0.58,5.07,11.95,17.67,22.6,25.17,24.21,19.79,13.51,5.69,-0.69,0.82,1.46,18.1,13.5,1127.7,294,9.9,12,33.1,39.5,36.6,26.4,20.7,12.5,15,16.5,18,16.7,256.9,5.77,27.81,56.07,3.82,3.39,32.33,46.71,7.08,0.15,0.57,1.49,0.67,3.24,59.66,35.51,42.2,22.28,0.33,183.14,100
s5250,295.5,487,216,295,39.3,225,0.293,2,137.2,104.06,109.47,12.96,12.9,19.42,0.522,19.9,6.86,0.352,6.9,66,66,819.7,7.3,0.224,3.49,3.95,7.88,9.53,13.14,13.63,10.19,9.66,10.82,9.25,7.85,4.68,-1.17,1.61,7.01,13.3,18.4,23.29,26.18,25.42,20.81,14.61,7.07,1.06,0.91,2.4,17.2,12.68,786,274.6,12.7,15.1,28.2,32,33.9,31,21.1,13.4,16.4,18.4,21.2,17.5,260.9,5.64,12.09,63.37,1.45,4.34,22.43,50.91,2.45,0.17,0.75,1.44,0.99,3.12,49.98,36.69,52.33,10.98,0.37,246.35,100
s5260,360.8,467,265,357,38.2,292,0.474,3.7,281.8,112.46,113.64,13.05,12.9,19.51,0.127,19.8,7.02,0.044,7.1,68.1,67,798.5,8.2,0.102,5.05,5.63,9.58,10.8,12.21,11.61,9.23,8.76,11.39,9.77,10.85,7.59,-0.16,2.42,7.38,13.48,18.14,22.73,25.47,24.87,20.53,14.54,7.57,1.99,1.03,1.61,34.1,12.31,210.8,329.3,25,29.1,45.1,46.1,40.1,28.9,18.3,11,13.7,14.6,29.1,32.3,333.4,5.2,35.99,56.35,0.07,3.95,45.2,46.38,0.17,0.1,1.81,1.38,0.48,4.83,55.49,38.21,42.41,19.39,0.29,222.68,100
s5273,288.8,487,160,284,45.6,162,0.394,3.2,141.1,107.1,104.89,12.94,12.3,19.51,0.391,19.3,6.84,0.307,6,66.5,66,810.2,8,0.172,4.06,4.72,8.43,10.09,12.9,12.43,9.83,9.44,10.93,9.41,9.05,5.82,-0.84,1.8,7.12,13.35,18.32,23.11,25.93,25.22,20.71,14.58,7.29,1.41,0.92,2.38,23.7,12.54,528,368.6,17.2,21,35.2,38.9,37.8,30.6,20.3,12.9,16.1,17.9,24.1,23.1,295.2,5.82,29.69,53.02,2.3,4.22,36.81,42.94,4.27,0.14,1.17,1.4,0.82,3.94,50.23,37.67,47.73,14.59,0.33,236.66,100
s5315,319.2,447,204,319,47.2,206,0.474,6.9,1.3,112.28,111.12,12.87,12.3,19.62,0.197,19.9,5.95,0.663,4.8,66.6,65,783.5,10.4,0.067,5.94,6.57,10.1,11.15,11.25,10.36,10.09,9.13,9.16,8.7,11.27,8.58,-0.44,2.02,7.08,13.32,17.87,22.35,24.9,24.04,19.88,13.93,7.26,1.47,0.99,1.51,26.2,12.21,102.6,323.3,28.6,37,55,55,44.3,29.4,18.9,12.3,11.7,11.8,25.9,33.4,363.4,4.07,78.56,13.09,0.08,3.36,74.3,16.86,0.23,0.09,2.28,1.37,0.33,5.17,58.06,37.48,37.91,24.6,0.29,210.63,100
s5316,320,447,179,323,49.1,197,0.526,6,353.9,111.33,105.69,12.87,12.6,19.55,0.191,19.4,6.06,0.594,5.7,66.9,67,785.7,10.2,0.075,5.82,6.27,9.83,10.9,11.33,10.3,10.09,9.35,9.33,8.69,10.99,8.44,-0.44,2,7.05,13.25,17.87,22.38,24.95,24.14,19.91,13.96,7.26,1.47,1.03,2.32,26.5,12.17,181,323.5,26.8,35,52.8,52.5,43,28.6,18.8,12.2,11.7,12,24.8,31.7,349.7,4.54,72.83,18.81,0.22,3.39,68.47,22.5,0.6,0.09,2.06,1.38,0.34,4.73,57.8,36.66,37.75,25.59,0.31,208.25,100
s5324,280.5,528,162,277,47.5,162,0.324,5.9,28,109.49,105.85,12.62,12.5,19.29,0.159,19.2,6.13,0.237,6.3,67.2,67,775.6,10.6,0.067,5.98,6.22,9.81,10.76,11.07,10.12,9.65,9.51,8.67,7.89,10.99,8.86,-0.56,1.84,7.03,13.11,17.79,22.39,24.89,24.11,19.84,13.8,7.2,1.39,1.04,1.66,29.3,12.07,215.5,354.1,24.9,33.5,51.3,49.5,39.6,26.3,16.7,11.2,10.3,9.5,21.5,29.8,324.2,6.15,72.03,17.44,0.56,5.32,71.91,16.33,1.38,0.12,1.45,1.38,0.54,5.13,52.34,37.2,46.77,16.03,0.32,208.72,98.5
s5368,287.9,539,144,284,54.9,148,0.364,7.1,160.9,116.32,120.38,12.76,13,19.53,0.235,20.1,6.12,0.163,6.2,67.1,67,778.4,10.7,0.049,6.61,6.69,10.71,11.45,11.81,10.03,9.87,10.19,8.63,8.35,12.45,9.63,-0.28,2.01,7.25,13.28,17.86,22.44,24.89,24.09,19.91,13.81,7.27,1.62,1.03,3.02,26.7,11.99,172.2,438.4,33.7,41.5,61.6,59.9,47.8,30.8,19,12.4,10.6,10.4,30,39.3,396.9,5.33,69.71,21.39,0.51,5.73,62.6,24.89,1.34,0.12,1.62,1.37,0.48,4.63,48.79,28.9,50.55,20.55,0.29,223.23,49.9
s5369,257.9,535,124,250,66.7,126,0.326,9.4,150,119.91,120.96,13.21,13.2,19.92,0.197,20.6,5.97,0.173,6.3,67,66,797.7,10.7,0.041,6.93,7.17,11.13,11.8,11.95,10.3,10.2,9.72,9.11,8.64,12.7,10.24,-0.16,2.26,7.48,13.59,18.03,22.59,25,24.17,20.03,13.89,7.43,1.78,0.95,1.44,30.6,11.74,91.4,438.5,38.5,45.9,66.3,63.5,49.1,30.2,18.6,11.6,10.1,10.2,31.3,43.2,418.5,2.7,87.04,6.5,0.3,5.22,77.36,9.62,0.85,0.1,2.08,1.38,0.35,4.72,55.86,31.82,43.82,24.36,0.29,229.59,82
s5381,76.9,139,61,73,13.2,61,0.204,0.5,261.8,125.15,127.99,16.02,16.1,22.12,0.114,22.4,10.06,0.123,10.3,67.7,68,924.4,4.6,0.091,9.27,8.99,12.76,13.58,12.73,9.93,7.8,6.71,8.82,9.21,13.01,12.33,3.7,6.06,10.78,16.37,21.02,25.43,27.38,26.52,22.88,16.86,10.44,5.47,0.93,1.54,27.8,14.44,4935.2,470.3,55.1,65.8,75.7,71.3,52.1,28.3,15.9,9.6,7.8,7.1,22.3,45.7,456.8,5.36,9.1,76.28,2.39,5.37,11.04,67.9,3.06,0.18,0.78,1.47,0.4,1.74,60,20.67,72.11,7.23,0.48,310.8,70.2
s5386,484.2,684,347,478,77.4,354,0.407,10.5,319.2,125.72,119.18,13.65,14.1,20.42,0.263,20.8,8.16,0.319,7.9,65.9,66,797.7,5.8,0.065,6.41,7.29,11.59,11.73,14.57,13.05,8.11,8.84,12.2,10.3,12.63,9.17,2.36,4.51,9,14.5,18.59,22.92,25.44,25.03,21.2,15.41,8.9,4.02,0.98,1.64,32.3,11.51,99.8,446.7,39.6,45.2,60.3,60.5,58.3,41.5,25.1,14.8,15.2,22.4,41.4,46,470.1,12.68,60.01,23.47,0.19,13.19,57.92,22.94,0.56,0.11,1.95,1.42,0.95,5.92,42.55,29.51,36.92,33.57,0.22,296.13,100
s5387,513.6,758,347,511,91,354,0.405,13.7,354.7,129.96,119,13.65,14.1,20.19,0.581,20.9,8.14,0.325,8.1,65.4,66,792.1,5.7,0.058,6.54,7.48,11.61,12.25,15.22,13.29,8.17,8.76,12.65,10.74,13.54,9.66,2.17,4.42,8.85,14.41,18.46,22.79,25.3,24.93,21.09,15.35,8.79,3.9,0.87,1.45,29.4,11.46,61.2,447.5,43.5,49.1,64.6,63.9,63.3,43,25.3,14.9,14.7,22.7,43.8,49.1,497.8,6.21,69.43,20.7,0.25,7.72,64.24,22.43,0.77,0.11,1.97,1.42,0.95,5.96,42.3,29.46,36.67,33.87,0.22,301.63,100
s5388,510.4,758,337,507,92.5,343,0.412,13.5,354.8,129.64,118.64,13.67,14.2,20.2,0.582,21,8.13,0.322,8,65.5,66,793.1,5.7,0.058,6.52,7.46,11.59,12.22,15.17,13.28,8.16,8.75,12.63,10.71,13.5,9.63,2.18,4.43,8.86,14.41,18.47,22.8,25.31,24.94,21.1,15.35,8.79,3.9,0.87,1.76,29.6,11.47,62.5,447.4,43.1,48.7,64.2,63.6,62.9,42.8,25.2,14.8,14.6,22.5,43.4,48.8,494.6,6.19,68.63,21.47,0.27,7.56,63.74,22.85,0.86,0.11,1.97,1.42,0.95,5.96,42.28,29.45,36.68,33.87,0.22,300.55,100
s5389,484.4,718,346,483,72.1,347,0.372,11.4,305.8,124.83,118.77,13.78,14.2,20.49,0.364,20.9,8.2,0.353,7.9,65.4,66,799.3,6,0.059,6.3,7.24,11.39,12.14,13.99,13.2,8.01,8.45,11.68,10.11,13.01,9.39,2.33,4.55,9,14.61,18.6,22.95,25.4,25.08,21.25,15.52,8.95,4.07,0.8,1.31,31.5,11.43,46.3,447,39.5,44.7,60.5,61.3,57.6,39.8,22.8,13.6,12.4,18.7,39,44.2,454.2,3.57,58.12,35.79,0.02,4.23,59.55,32.8,0.04,0.11,1.98,1.42,0.96,5.98,42.16,29.42,36.58,34,0.22,279.47,100
s5390,490.6,758,353,478,69,361,0.34,10.5,311.8,124.01,119.12,13.91,14.2,20.55,0.45,21,8.06,0.474,7.6,64.9,66,800,5.5,0.059,6.33,7.26,11.41,12.16,13.73,13.07,8.03,8.42,11.43,9.81,12.84,9.47,2.36,4.58,8.98,14.57,18.57,22.88,25.32,24.96,21.16,15.44,8.94,4.05,0.86,1.62,31.1,11.62,68.1,447,39.3,44.3,60,60.6,54.8,37.9,21.7,12.9,11.8,16.7,37.7,44.1,441.8,4.55,57.97,35.08,0.04,5.19,57.48,33.88,0.11,0.1,1.92,1.41,0.86,5.91,46.13,31.81,37.41,30.78,0.24,274.95,100
s5392,483.2,757,296,464,91.5,302,0.406,12.5,317.2,121.65,116.25,13.85,14.1,20.34,0.661,21,7.98,0.489,7.2,66.3,66,800.3,6,0.06,6.32,7.05,11.41,11.57,13.44,12.7,8.18,8.63,11.08,9.39,12.7,9.17,2.05,4.35,8.79,14.46,18.47,22.82,25.3,24.94,21.03,15.29,8.81,3.84,0.84,1.98,33.3,11.51,58,447.1,35.3,40.1,55.5,53.6,49.3,34.2,19.7,12.3,11.3,14,32.9,39.4,397.7,4.12,67.46,25.81,0.06,4.49,66.2,25.59,0.2,0.11,1.84,1.4,0.9,5.91,46.2,34.68,39.8,25.52,0.26,263.57,100
s5399,414.5,526,316,409,38.8,321,0.469,3.4,249.2,112.72,112.6,13.03,13.1,19.32,0.141,19.9,6.93,0.126,6.7,68.7,68,795,8.6,0.092,5.29,5.73,9.83,10.61,11.7,11.93,9.4,8.33,11.55,9.19,11.12,8.04,-0.13,2.48,7.25,13.32,17.98,22.51,25.27,24.67,20.34,14.39,7.47,1.93,0.94,1.66,36.2,12.15,258.8,376.4,27.5,31.2,48.6,49.7,42.4,30.5,19.3,11.2,13.2,13.5,31.1,35.5,353.7,21.94,29.61,46.15,0.15,13.04,41.23,41.59,0.42,0.1,1.59,1.38,0.47,4.34,58.81,39.32,43.32,17.35,0.31,227.75,100
s5400,428.1,514,315,429,42.5,315,0.568,4.6,242,113.45,112.93,12.9,13,19.24,0.202,19.9,6.65,0.131,6.6,68.9,68,787.1,9,0.081,5.32,5.96,10.18,10.52,11.74,11.66,9.65,7.96,11.33,9.43,11.32,8.37,-0.23,2.34,7.12,13.19,17.81,22.28,25.06,24.45,20.13,14.23,7.39,1.82,1.07,1.31,37.5,12.26,276.6,376.6,29.7,33.1,52.2,52.4,46.2,32.4,20.6,11.9,13.6,15,34.4,38.7,380.2,8.08,35.16,54.97,0.03,5.93,45.47,45.72,0.1,0.09,1.67,1.37,0.47,4.6,57.49,39.63,41.75,18.62,0.3,225.74,100
